0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.574391304200872810e+00,-1.904134288319736523e+00,-3.762527102856230599e+00,-2.752730959643227227e+00,-5.599374218272880732e+00,-3.800134521630228246e+00
6.782480757860096965e+00,-5.486678875379935150e+00,-4.678355876100924959e+00,-5.490000000000004654e+00,-6.591878032309061552e+00,-5.834062915681951900e+00
1.327630018522036437e+01,-1.080916532910000560e+00,-9.720157226186745270e-01,-1.100000000000000533e+00,-2.000000000000000000e+00,-1.919999999999999929e+00
7.655815584484768621e+00,-4.980278653666640132e+00,-4.988153301513392535e+00,-4.989173568739638576e+00,-6.359317606253467758e+00,-5.745126106925686926e+00
-2.084308758848671950e+00,-6.986441438601768361e+00,-6.900981931744547104e+00,-6.971356520793253964e+00,-7.907147546327374599e+00,-7.846330939750377098e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.264978762622900543e+00,-4.585963286170242625e+00,-4.515022873324592290e+00,-4.576891913634505649e+00,-4.889000000000000234e+00,-4.950000000000000178e+00
-6.400044026216299642e+00,-6.745355117702445114e+00,-6.713845463434730654e+00,-6.785439342378357885e+00,-7.622981376415930654e+00,-7.673062358017769924e+00
2.203308686723576049e+00,-6.306971964875910608e+00,-6.216244610037713336e+00,-5.815399872204381815e+00,-7.343163359066779527e+00,-7.825965030916128384e+00
-8.069185020644432882e+00,-1.164751809411940187e+01,-1.166138625912705606e+01,-1.160157993626828521e+01,-1.222426836905409786e+01,-1.180875401686889248e+01
-3.902501494861470022e+00,-7.259349165564469963e+00,-7.447977756216847212e+00,-7.390692687590955323e+00,-8.746217148266142161e+00,-8.714327799807080055e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.594920606848677203e+00,-1.069023617059055553e+01,-1.075146614662149602e+01,-1.073020928938898599e+01,-1.141958436476127581e+01,-1.372627178342821352e+01
-5.271184541609251539e+00,-9.717686443269183627e+00,-9.862252699714476378e+00,-9.786652405612631611e+00,-1.201633484692506748e+01,-1.058932488208648159e+01
8.045869068583398231e+00,-2.390000000000001457e+00,-2.481938548360422381e+00,-1.590532596989553626e+00,-3.921997679587017949e+00,-2.939000000000000057e+00
7.499436940467853141e+00,-3.970820044687867423e+00,-4.581104510468191116e+00,-4.595870553220293253e+00,-4.782192837055580625e+00,-5.606468177014335197e+00
-1.557516147500904946e+00,-6.361065970682244775e+00,-6.429698171264605300e+00,-6.391855257204510643e+00,-7.872132419081526500e+00,-8.592240317097237678e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.928900984669589036e+00,-5.594359204633678750e+00,-5.586998607370822434e+00,-5.598928248880402414e+00,-8.495191224146218190e+00,-6.314302166493940938e+00
-7.769690141035542119e+00,-1.088165882508531723e+01,-1.097025632029402331e+01,-1.095640358798686975e+01,-1.259836509625506551e+01,-1.152823383733991136e+01
-6.383193208990387113e+00,-8.748806646611278381e+00,-8.830660144474480333e+00,-8.848781764956608953e+00,-8.855892633624421251e+00,-9.380959390128721154e+00
-5.607871340896189771e+00,-9.958211104540447778e+00,-9.846453116902662117e+00,-9.892084781153991813e+00,-1.107619112559204311e+01,-1.186871728059182907e+01
-7.379499699745429631e+00,-1.023447230562799248e+01,-1.018322732201140468e+01,-1.009028001966760257e+01,-1.299172931882477400e+01,-1.280867236546081678e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.856857969365924532e+01,1.466295097476271625e+00,-2.000000000000000111e-01,1.656738233785092440e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.126391391767086247e+00,-3.064173847847312171e+00,-3.099705386656105510e+00,-3.100000000000002309e+00,-5.297887911467956457e+00,-3.940900000000000070e+00
3.734905269580492959e+00,-4.648588397074168377e+00,-4.665303693620264980e+00,-4.597426920925893334e+00,-4.978082043046721417e+00,-4.891159705100000643e+00
9.553409827006900557e+00,-6.000000000000000888e-01,-6.090000000000002078e-01,-6.000000000000000888e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.543215684396114229e+00,-4.022584090317568695e+00,-4.178301645331547576e+00,-4.199000000000003396e+00,-6.042899350030906724e+00,-4.950000000000000178e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.020058295785245761e+00,-3.861158146643962397e+00,-3.890661990158003292e+00,-3.048938326426052114e+00,-4.798613621873810686e+00,-3.979066199015800720e+00
4.726016834571030500e+00,-4.678841685371257775e+00,-5.070454615624449879e+00,-4.450936880013644625e+00,-5.882459720127449110e+00,-6.133575683365572573e+00
3.760751456204738385e+00,-1.190000000000000613e+00,-1.196690012370000611e+00,-1.190700476717681422e+00,-2.000000000000000000e+00,-1.959900000000000198e+00
3.197002629479347657e+00,-5.094738036259035319e+00,-5.091974910937918430e+00,-5.052270530914626967e+00,-6.541303917217936359e+00,-5.791028351535314478e+00
-6.574178112042837085e+00,-7.151464791904999174e+00,-7.200000000000006395e+00,-7.188623020905244410e+00,-7.834056100204218609e+00,-8.789240685966625222e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.766756142095417204e+00,-4.780293465443712364e+00,-4.888921147280475665e+00,-4.107955829088012933e+00,-5.703705517159677996e+00,-4.963750772716158721e+00
-6.741636707426373221e+00,-6.999520048548442119e+00,-6.995200485484367015e+00,-6.966615865258607876e+00,-7.725300309707416879e+00,-7.507252097188906070e+00
-6.545448971712464648e+00,-6.608163852030432217e+00,-6.593429440000004860e+00,-4.363026677122746833e+00,-7.979250410121392356e+00,-9.607765904555002123e+00
-1.185008510391669745e+01,-1.188976663775594922e+01,-1.186313341248497188e+01,-1.131212553781520036e+01,-1.245288150972862873e+01,-1.247549375823752094e+01
